name,state,latitude,longitude,area_sqmi,tier
LITTLE ELK,PA,41.963945,-80.288118,0.0000,-1
LITTLE FARM TRACE PARK,PA,40.267300,-75.217800,0.0000,-1
LITTLE GAP,PA,40.832871,-75.522407,0.0000,-1
LITTLE GERMANY,PA,40.383973,-77.264985,0.0000,-1
LITTLE HICKORY,PA,41.540895,-79.397546,0.0000,-1
LITTLE HOPE,PA,42.098945,-79.818939,0.0000,-1
LITTLE ITALY,PA,40.268163,-75.023780,0.0000,-1
LITTLE JACK CORNERS,PA,40.157857,-78.356125,0.0000,-1
LITTLE KANSAS,PA,40.487853,-77.810829,0.0000,-1
LITTLE MAHANOY,PA,40.756328,-76.761337,10.8910,1
LITTLE MARSH,PA,41.876738,-77.401369,0.0000,-1
LITTLE MEADOWS,PA,41.989031,-76.127729,2.4180,3
LITTLE OLEY,PA,40.312874,-75.653242,0.0000,-1
LITTLE ROUNDTOP,PA,40.652298,-77.357212,0.0000,-1
LITTLE SUMMIT,PA,39.989798,-79.672262,0.0000,-1
LITTLE WASHINGTON,PA,40.048159,-75.784941,0.0000,-1
LITTLES CORNERS,PA,41.713111,-80.232005,0.0000,-1
LITTLESTOWN,PA,39.745485,-77.085705,1.8290,3
LITTLETOWN,PA,40.520347,-79.025864,0.0000,-1
LITZENBERG,PA,40.589263,-75.596853,0.0000,-1
LIVE EASY,PA,39.863132,-79.936999,0.0000,-1
LIVERMORE,PA,40.461734,-79.333093,0.0000,-1
LIVERPOOL,PA,40.573461,-76.992598,0.8810,3
LIVONIA,PA,40.980627,-77.291641,0.0000,-1
LIZARD CREEK JUNCTION,PA,40.792871,-75.660188,0.0000,-1
LLANERCH,PA,39.971501,-75.299075,0.0000,-1
LLANFAIR,PA,40.285632,-78.723075,0.0000,-1
LLANWELLYN,PA,39.908446,-75.294630,0.0000,-1
LLEWELLYN,PA,40.672411,-76.277632,0.1140,3
LLEWELLYN CORNERS,PA,41.232582,-75.795472,0.0000,-1
LLOYDELL,PA,40.314520,-78.692241,0.0000,-1
LLOYDSVILLE,PA,40.310625,-79.400870,0.0000,-1
LLOYDVILLE,PA,40.670064,-78.406406,0.0000,-1
LLYSWEN,PA,40.478404,-78.403069,0.0000,-1
LOAG,PA,40.128988,-75.812988,0.0000,-1
LOBACHSVILLE,PA,40.409539,-75.734914,0.0000,-1
LOCH LOMOND JUNCTION,PA,40.916169,-78.197235,0.0000,-1
LOCHIEL,PA,40.948417,-76.954413,0.0000,-1
LOCHLAND,PA,40.697595,-75.734912,0.0000,-1
LOCHVALE,PA,40.865064,-78.848920,0.0000,-1
LOCHWOOD ESTATES,PA,40.227800,-75.410900,0.0000,-1
LOCK HAVEN,PA,41.137115,-77.453239,2.4960,3
LOCKE MILLS,PA,40.710625,-77.523328,0.0000,-1
LOCKPORT,PA,40.391737,-79.121976,0.0000,-1
LOCKRIDGE,PA,40.633429,-75.594631,0.0000,-1
LOCKSLEY,PA,39.929832,-75.506869,0.0000,-1
LOCKSLEY CROSSING,PA,39.925500,-75.509400,0.0000,-1
LOCKVIEW,PA,40.157294,-79.909771,0.0000,-1
LOCKVILLE,PA,41.417023,-75.877697,0.0000,-1
LOCKWOOD,PA,41.528952,-78.274178,0.0000,-1
LOCUST,PA,40.873689,-76.387769,17.7900,1
LOCUST GAP,PA,40.769997,-76.440649,0.2330,3
LOCUST GROVE,PA,39.961765,-76.630522,0.0000,-1
LOCUST HILL,PA,39.754522,-79.869222,0.0000,-1
LOCUST LAKES VILLAGE,PA,41.144530,-75.544910,0.0000,-1
LOCUST LANE ACRES,PA,40.293422,-76.794693,0.0000,-1
LOCUST LANE GARDENS,PA,40.296200,-76.786360,0.0000,-1
LOCUST POINT,PA,40.197312,-77.063867,0.0000,-1
LOCUST RIDGE MANOR,PA,40.288978,-76.826361,0.0000,-1
LOCUST RUN,PA,40.554803,-77.272764,0.0000,-1
LOCUST SPRING,PA,39.933433,-76.574688,0.0000,-1
LOCUST SUMMIT,PA,40.772031,-76.403841,0.0000,-1
LOCUST VALLEY,PA,40.495655,-75.407403,0.0000,-1
LOCUSTDALE,PA,40.778538,-76.373632,0.0860,3
LODI,PA,40.551491,-75.084061,0.0000,-1
LOFTY,PA,40.868420,-76.029651,0.0000,-1
LOG PILE,PA,40.163127,-80.292562,0.0000,-1
LOGAN,PA,40.529133,-78.425599,46.3820,1
LOGAN MILLS,PA,41.006736,-77.382759,0.0000,-1
LOGANS FERRY HEIGHTS,PA,40.545345,-79.754492,0.0000,-1
LOGANTON,PA,41.034229,-77.302333,1.0530,3
LOGANVILLE,PA,39.855938,-76.707872,1.0000,3
LOGUE,PA,41.558954,-77.949999,0.0000,-1
LOLETA,PA,41.398951,-79.079483,0.0000,-1
LONDON,PA,41.143671,-80.148672,0.0000,-1
LONDON BRITAIN,PA,39.751158,-75.792354,9.6980,1
LONDON GROVE,PA,39.831022,-75.815636,17.1410,1
LONDONDERRY,PA,39.828285,-78.730243,54.7950,1
LONE PINE,PA,40.074239,-80.172281,0.0000,-1
LONELY ACRES,PA,40.550903,-78.692799,0.0000,-1
LONG BRANCH,PA,40.098348,-79.880078,3.1900,3
LONG BROOK,PA,41.370913,-76.485224,0.0000,-1
LONG LANE ACRES,PA,40.310089,-76.716358,0.0000,-1
LONG LANE FARMS III,PA,40.151000,-75.045000,0.0000,-1
LONG PINE,PA,40.110072,-80.174781,0.0000,-1
LONG POND,PA,41.053422,-75.462964,0.0000,-1
LONG RUN,PA,40.661456,-78.821417,0.0000,-1
LONG VALLEY,PA,41.649797,-76.568003,0.0000,-1
LONGBRIDGE,PA,40.269238,-79.295590,0.0000,-1
LONGFELLOW,PA,40.506642,-77.665649,0.6440,3
LONGMEAD FARMS,PA,40.086500,-74.971835,0.0000,-1
LONGS CROSSROAD,PA,40.667843,-78.576411,0.0000,-1
LONGSDALE,PA,40.487318,-75.670746,0.0000,-1
LONGSDORF,PA,40.102034,-77.339707,0.0000,-1
LONGSTOWN,PA,39.960376,-76.658856,0.0000,-1
LONGSWAMP,PA,40.492387,-75.661200,22.7110,1
LONGVIEW,PA,40.347847,-80.014775,0.0000,-1
LONGVIEW ESTATES,PA,40.335845,-75.972470,0.0000,-1
LONGVIEW HEIGHTS,PA,39.960932,-76.655522,0.0000,-1
LONGWOOD,PA,39.867610,-75.670490,0.0000,-1
LOOKABOUGH CORNERS,PA,40.664232,-79.603935,0.0000,-1
LOOMIS PARK,PA,41.203971,-75.969922,0.0000,-1
LOOP,PA,40.426292,-78.361865,1.8220,3
LOPEZ,PA,41.457854,-76.333549,0.0000,-1
LORAIN,PA,40.296033,-78.896074,0.3380,3
LORANE,PA,40.294220,-75.848207,1.7790,3
LORANE ORCHARDS,PA,40.293980,-75.857496,0.0000,-1
LORBERRY,PA,40.601755,-76.444958,0.0000,-1
LORBERRY JUNCTION,PA,40.588700,-76.412734,0.0000,-1
LORDS VALLEY,PA,41.367591,-75.062395,0.0000,-1
LORENTON,PA,41.544516,-77.285533,0.0000,-1
LORETTO,PA,40.508398,-78.635148,0.9440,3
LORETTO ROAD,PA,40.508960,-78.655019,0.0000,-1
LORRAINE,PA,40.713979,-76.179108,0.0000,-1
LOSCHS,PA,40.644526,-77.145539,0.0000,-1
LOSH RUN,PA,40.455085,-77.031645,0.0000,-1
LOST CREEK,PA,40.806477,-76.246888,0.0000,-1
LOTTSVILLE,PA,41.951723,-79.433384,0.0000,-1
LOUCKS MILLS,PA,41.845068,-77.701101,0.0000,-1
LOUDEN HILL,PA,41.771743,-75.898252,0.0000,-1
LOUX CORNER,PA,40.347049,-75.223508,0.0000,-1
LOUXS CORNER,PA,40.463435,-75.310733,0.0000,-1
LOVEDALE,PA,40.277570,-79.867826,0.0000,-1
LOVEJOY,PA,40.707287,-78.958087,0.0000,-1
LOVELL,PA,41.906167,-79.702273,0.0000,-1
LOVELL PARK,PA,40.480072,-78.666963,0.0000,-1
LOVELTON,PA,41.539242,-76.188265,0.0000,-1
LOVELY,PA,40.209522,-78.605018,0.0000,-1
LOVER,PA,40.112572,-79.950328,0.0000,-1
LOVI,PA,40.680067,-80.154504,0.0000,-1
LOWBER,PA,40.069240,-79.835878,0.0000,-1
LOWELL,PA,40.730076,-77.295822,0.0000,-1
LOWELL HILLS,PA,40.111600,-75.370300,0.0000,-1
LOWER ALLEN,PA,40.226748,-76.902769,2.1970,3
LOWER ALSACE,PA,40.349057,-75.887437,4.7930,1
LOWER ASKAM,PA,41.194249,-75.970755,0.0000,-1
LOWER AUGUSTA,PA,40.781945,-76.811359,18.2690,1
LOWER BROWNVILLE,PA,40.817588,-76.217163,0.0000,-1
LOWER BURRELL,PA,40.583290,-79.718007,11.2700,3
LOWER CHANCEFORD,PA,39.812240,-76.383676,41.5060,1
LOWER CHICHESTER,PA,39.821906,-75.432419,1.0730,1
LOWER DUTCHTOWN,PA,40.417295,-78.629185,0.0000,-1
LOWER FRANKFORD,PA,40.240543,-77.289294,14.6800,1
LOWER FREDERICK,PA,40.282633,-75.486929,8.0110,1
LOWER GWYNEDD,PA,40.188801,-75.238400,9.3060,1
LOWER HEIDELBERG,PA,40.349301,-76.054582,14.8430,1
LOWER HILLVILLE,PA,41.024508,-79.589769,0.0000,-1
LOWER HOPEWELL,PA,39.784274,-76.021892,0.0000,-1
LOWER LONGSWAMP,PA,40.490929,-75.644634,0.0000,-1
LOWER MACUNGIE,PA,40.532912,-75.567450,22.3800,1
LOWER MAHANOY,PA,40.649441,-76.875135,21.9560,1
LOWER MAKEFIELD,PA,40.231619,-74.855584,17.8720,1
LOWER MERION,PA,40.029906,-75.278969,23.6110,1
LOWER MIFFLIN,PA,40.248359,-77.431075,23.7680,1
LOWER MILFORD,PA,40.468158,-75.476715,19.6950,1
LOWER MORELAND,PA,40.120608,-75.074933,7.2840,1
LOWER MOUNT BETHEL,PA,40.800844,-75.157522,23.7610,1
LOWER NAZARETH,PA,40.705824,-75.322615,13.4660,1
LOWER OXFORD,PA,39.805193,-75.984925,18.1450,1
LOWER PAXTON,PA,40.317211,-76.802089,28.1590,1
LOWER PEANUT,PA,39.974520,-79.762542,0.0000,-1
LOWER POTTSGROVE,PA,40.250463,-75.594913,7.9340,1
LOWER PROVIDENCE,PA,40.148595,-75.416430,15.2470,1
LOWER SALFORD,PA,40.263307,-75.395877,14.4670,1
LOWER SAUCON,PA,40.591583,-75.304353,24.2700,1
LOWER SOUTHAMPTON,PA,40.154812,-74.989653,6.6760,1
LOWER SWATARA,PA,40.218472,-76.758009,12.3040,1
LOWER TANNERSVILLE,PA,41.031759,-75.299905,0.0000,-1
LOWER TOWAMENSING,PA,40.817628,-75.571943,21.2540,1
LOWER TURKEYFOOT,PA,39.871181,-79.355994,36.3010,1
LOWER TYRONE,PA,40.074411,-79.662475,15.8730,1
LOWER WHYEL,PA,40.223682,-79.681987,0.0000,-1
LOWER WINDSOR,PA,39.961947,-76.536195,25.0170,1
LOWER YODER,PA,40.342372,-78.976840,13.0890,1
LOWHILL,PA,40.643056,-75.669446,14.0140,1
LOWVILLE,PA,42.024777,-79.821440,0.0000,-1
LOYALHANNA,PA,40.314436,-79.356094,2.3550,3
LOYALHANNA WOODLANDS NUMBER 1,PA,40.451178,-79.441151,0.0000,-1
LOYALHANNA WOODLANDS NUMBER 2,PA,40.452289,-79.462818,0.0000,-1
LOYALSOCK,PA,41.268092,-76.982452,21.1070,1
LOYALSOCK HISTORICAL,PA,41.229247,-76.894686,0.0000,-1
LOYALSOCKVILLE,PA,41.320912,-76.909408,0.0000,-1
LOYALTON,PA,40.568974,-76.761635,0.0000,-1
LOYALVILLE,PA,41.336191,-76.099094,0.0000,-1
LOYSBURG,PA,40.160913,-78.375014,0.0000,-1
LOYSBURG GAP,PA,40.159802,-78.365848,0.0000,-1
LOYSVILLE,PA,40.370249,-77.335423,0.9900,3
LUCASVILLE,PA,40.877286,-79.777273,0.0000,-1
LUCERNE MINES,PA,40.556545,-79.153895,0.8390,3
LUCES CORNERS,PA,41.616168,-79.833110,0.0000,-1
LUCINDA,PA,41.308396,-79.369766,0.0000,-1
LUCIUSBORO,PA,40.510624,-79.122255,0.0000,-1
LUCKET,PA,40.463683,-78.619740,0.0000,-1
LUCKNOW,PA,40.327588,-76.885807,0.0000,-1
LUCKY,PA,39.903712,-76.445519,0.0000,-1
LUCON,PA,40.235104,-75.415733,0.0000,-1
LUCULLUS,PA,41.368957,-77.539981,0.0000,-1
LUCY FURNACE,PA,40.393410,-77.885831,0.0000,-1
LUDLOW,PA,39.972057,-75.146288,0.0000,-1
LUDWIGS CORNER,PA,40.115657,-75.693538,0.0000,-1
LUMBER,PA,40.657929,-77.601238,0.1900,2
LUMBER CITY,PA,40.657929,-77.601238,0.1900,3
LUMBERVILLE,PA,40.406772,-75.037948,0.0000,-1
LUNDYS LANE,PA,41.892556,-80.338953,0.0000,-1
LUNGERVILLE,PA,41.277582,-76.511893,0.0000,-1
LURGAN,PA,40.124611,-77.628617,32.7190,1
LUSHBAUGH,PA,41.423120,-78.031390,0.0000,-1
LUTHERS MILLS,PA,41.782297,-76.566335,0.0000,-1
LUTHERSBURG,PA,41.049779,-78.713223,1.7930,3
LUTZVILLE,PA,40.008137,-78.435572,0.0000,-1
LUXOR,PA,40.334235,-79.478095,0.0000,-1
LUZERNE,PA,41.286856,-75.896836,0.7070,3
LYCIPPUS,PA,40.228960,-79.428926,0.0000,-1
LYCOMING,PA,41.312321,-77.104920,15.1800,1
LYKENS,PA,40.564110,-76.698380,1.2200,3
LYLE,PA,41.142281,-80.340621,0.0000,-1
LYLEVILLE,PA,40.739229,-78.540023,0.0000,-1
LYMANSVILLE,PA,41.773121,-77.984725,0.0000,-1
LYMANVILLE,PA,41.648687,-75.952977,0.0000,-1
LYMEHURST,PA,41.247023,-76.952188,0.0000,-1
LYNCES JUNCTION,PA,41.624221,-80.330342,0.0000,-1
LYNCH,PA,41.602284,-79.050317,0.0000,-1
LYNCHVILLE,PA,41.437284,-78.563356,0.0000,-1
LYNDELL,PA,40.059548,-75.744659,0.0000,-1
LYNDON,PA,40.006210,-76.296348,0.0000,-1
LYNDORA,PA,40.852287,-79.927001,0.0000,-1
LYNN,PA,40.662598,-75.782542,41.2520,1
LYNNEWOOD GARDENS,PA,40.072800,-75.148400,0.0000,-1
LYNNPORT,PA,40.675371,-75.804917,0.0000,-1
LYNNVILLE,PA,40.647039,-75.751580,0.0000,-1
LYNNWOOD,PA,40.130076,-79.851945,1.2360,2
LYNNWOOD GARDENS,PA,40.066778,-75.144064,0.0000,-1
LYNNWOOD PRICEDALE,PA,40.130076,-79.851945,1.2360,3
LYON VALLEY,PA,40.628984,-75.670189,0.0000,-1
LYONA,PA,41.693390,-79.968111,0.0000,-1
LYONS,PA,40.480578,-75.758948,0.3560,3
LYONSTOWN,PA,40.937561,-77.742501,0.0000,-1
MABEL,PA,40.710087,-76.424399,0.0000,-1
MABLE HILL,PA,39.774800,-79.938391,0.0000,-1
MAC,PA,41.807575,-76.583002,0.0000,-1
MACADA,PA,40.656765,-75.355458,0.0000,-1
MACDONALDTON,PA,39.916192,-78.920301,0.0000,-1
MACEDONIA,PA,40.611464,-77.443047,0.0000,-1
MACKEYVILLE,PA,41.053699,-77.463674,1.7400,3
MACUNGIE,PA,40.515911,-75.554084,0.9890,3
MADDENSVILLE,PA,40.126750,-77.958056,0.0000,-1
MADERA,PA,40.829198,-78.430330,1.2190,3
MADISON,PA,40.245557,-79.674861,0.4360,3
MADISON RIDGE,PA,40.242400,-75.322000,0.0000,-1
MADISONBURG,PA,40.926812,-77.518594,0.2160,3
MADISONVILLE,PA,41.358695,-75.475184,0.0000,-1
MADLEY,PA,39.898139,-78.673074,0.0000,-1
MAGEE,PA,41.701727,-79.356158,0.0000,-1
MAGILL HEIGHTS,PA,40.620900,-79.860330,0.0000,-1
MAGNOLIA HILL,PA,40.163998,-74.834330,0.0000,-1
MAHAFFEY,PA,40.873883,-78.727101,0.4280,3
MAHANOY,PA,40.812627,-76.138184,0.5100,2
MAHANOY CITY,PA,40.812627,-76.138184,0.5100,3
MAHANOY PLANE,PA,40.794533,-76.241888,0.0000,-1
MAHANTANGO,PA,40.648974,-76.942477,0.0000,-1
MAHONING,PA,40.957446,-79.339310,24.7820,1
MAHONING FURNACE,PA,40.945898,-79.364208,0.0000,-1
MAHONINGTOWN,PA,40.974505,-80.372287,0.0000,-1
MAIDEN CREEK,PA,40.448149,-75.898261,0.0000,-1
MAIDEN CREEK ESTATES,PA,40.445071,-75.879369,0.0000,-1
MAIDENCREEK,PA,40.465424,-75.888206,13.4710,1
MAIN,PA,40.977229,-76.378110,16.1460,1
MAINESBURG,PA,41.781981,-76.994683,0.3820,3
MAINLAND,PA,40.255938,-75.360175,0.0000,-1
MAINSVILLE,PA,40.015090,-77.514709,0.0000,-1
MAINVILLE,PA,40.982644,-76.369505,0.6970,3
MAITLAND,PA,40.623731,-77.499278,1.4390,3
MAIZEVILLE,PA,40.798144,-76.222164,0.0000,-1
MALDEN PLACE,PA,40.037574,-79.930605,0.0000,-1
MALINS,PA,40.050662,-75.537979,0.0000,-1
MALTA,PA,40.617863,-76.909142,0.0000,-1
MALVERN,PA,40.033147,-75.515363,1.2600,3
MAMMOTH,PA,40.198687,-79.462864,2.0220,3
MAMONT,PA,40.482011,-79.590322,0.0000,-1
MANADA GAP,PA,40.397310,-76.709969,0.0000,-1
MANADAHILL,PA,40.352311,-76.714691,0.0000,-1
MANATAWNA,PA,40.065667,-75.231846,0.0000,-1
MANATAWNY,PA,40.383705,-75.732692,0.0000,-1
MANAYUNK,PA,40.024557,-75.214068,0.0000,-1
MANCE,PA,39.831749,-78.936690,0.0000,-1
MANCHESTER,PA,40.061202,-76.719425,0.7730,3
MANCHESTER BEACH,PA,42.077280,-80.237009,0.0000,-1
MANDATA,PA,40.683418,-76.826638,0.0000,-1
MANHATTAN,PA,41.747015,-77.538038,0.0000,-1
MANHEIM,PA,40.163273,-76.395973,1.3820,3
MANIFOLD,PA,40.195071,-80.218670,0.0000,-1
MANIFOLD MANOR,PA,39.942877,-76.626911,0.0000,-1
MANITO,PA,40.272570,-79.398370,0.0000,-1
MANITTO HAVEN,PA,40.423956,-79.431984,0.0000,-1
MANN,PA,39.770625,-78.412043,35.6830,1
MANNS CHOICE,PA,40.003316,-78.590802,0.5010,3
MANNSVILLE,PA,40.425916,-77.266930,0.0000,-1
MANOA,PA,39.976501,-75.317965,0.0000,-1
MANOR,PA,40.345939,-79.669268,1.9130,3
MANOR ACRES,PA,40.340922,-76.723025,0.0000,-1
MANOR HEIGHTS,PA,40.751453,-79.529767,0.0000,-1
MANOR HILL,PA,40.618679,-77.920834,0.0000,-1
MANOR RIDGE,PA,40.038153,-76.366072,0.0000,-1
MANORVILLE,PA,40.787837,-79.520848,0.1010,3
MANOWN,PA,40.197849,-79.904215,0.0000,-1
MANSFIELD,PA,41.806178,-77.078376,1.8840,3
MANSVILLE,PA,40.177572,-79.325312,0.0000,-1
MANTUA,PA,39.962613,-75.191290,0.0000,-1
MANTZ,PA,40.732315,-75.829640,0.0000,-1
MANTZVILLE,PA,40.767870,-75.869920,0.0000,-1
MAPLE BEACH,PA,40.086222,-74.868776,0.0000,-1
MAPLE GLEN,PA,40.177757,-75.179243,3.1190,3
MAPLE GLEN HOLLOW,PA,40.182600,-75.180800,0.0000,-1
MAPLE GROVE,PA,40.062018,-79.369757,0.0000,-1
MAPLE GROVE PARK,PA,40.210372,-75.968548,0.0000,-1
MAPLE HILL,PA,40.813977,-76.177439,0.0000,-1
MAPLE LAKE,PA,41.326193,-75.573243,0.0000,-1
MAPLE POINT,PA,40.200665,-74.900443,0.0000,-1
MAPLE RIDGE,PA,40.210910,-78.913358,0.0000,-1
MAPLE SHADE,PA,40.100110,-74.895166,0.0000,-1
MAPLE SUMMIT,PA,41.559520,-76.776068,0.0000,-1
MAPLEDALE,PA,41.384224,-79.860889,0.0000,-1
MAPLETON,PA,40.391976,-77.941647,0.1830,3
MAPLETOWN,PA,39.805239,-79.940054,0.3600,3
MAPLEWOOD,PA,41.431751,-75.436572,0.0000,-1
MAPLEWOOD HEIGHTS,PA,41.338969,-75.938810,0.0000,-1
MAPLEWOOD TERRACE,PA,40.282847,-79.530873,0.0000,-1
MARBLE,PA,41.338951,-79.438101,0.0000,-1
MARBLE CITY,PA,40.146747,-78.305569,0.0000,-1
MARBLE HALL,PA,40.091499,-75.251290,0.0000,-1
MARBOROUGH WEST,PA,39.925933,-76.711079,0.0000,-1
MARBURG,PA,39.784823,-76.885811,0.0000,-1
MARCHAND,PA,40.857564,-79.022812,0.0000,-1
MARCHANDVILLE,PA,40.073962,-79.896436,0.0000,-1
MARCUS HOOK,PA,39.812870,-75.416240,1.1080,3
MARCY,PA,41.573410,-75.917142,0.0000,-1
MARDIN,PA,41.798685,-77.165249,0.0000,-1
MARENE VILLAGE,PA,40.296756,-76.789138,0.0000,-1
MARENGO,PA,40.731172,-78.031117,0.0000,-1
MARGARET,PA,40.780342,-79.371152,0.0000,-1
MARGARETTA FURNACE,PA,39.965377,-76.536632,0.0000,-1
MARGO GARDENS,PA,40.120388,-74.868776,0.0000,-1
MARGUERITE,PA,40.263681,-79.463371,0.0000,-1
MARIA,PA,40.217856,-78.406959,0.0000,-1
MARIA FURNACE,PA,39.775095,-77.404988,0.0000,-1
MARIANNA,PA,40.012824,-80.112099,1.9560,3
MARIANNE,PA,41.244734,-79.433012,1.4490,3
MARIASVILLE,PA,41.208950,-79.660605,0.0000,-1
MARIENVILLE,PA,41.468751,-79.118138,6.0590,3
MARIETTA,PA,40.057043,-76.551723,0.7470,3
MARION,PA,39.860593,-77.701529,1.9900,3
MARION CENTER,PA,40.770518,-79.047210,0.7430,3
MARION HEIGHTS,PA,40.803651,-76.464339,0.1530,3
MARION HILL,PA,40.730343,-80.295896,0.0000,-1
MARKELSVILLE,PA,40.465638,-77.231929,0.0000,-1
MARKES,PA,39.874536,-77.871664,0.0000,-1
MARKEY FORD,PA,39.980602,-76.929616,0.0000,-1
MARKHAM,PA,39.890944,-75.505757,0.0000,-1
MARKLE,PA,40.572566,-79.643657,0.0000,-1
MARKLESBURG,PA,40.384007,-78.168619,1.0360,3
MARKLETON,PA,39.860633,-79.226976,0.0000,-1
MARKLEYSBURG,PA,39.736099,-79.451856,0.2970,3
MARKTON,PA,41.010620,-79.064202,0.0000,-1
MARLBORO,PA,39.895665,-75.704104,0.0000,-1
MARLBOROUGH,PA,40.361026,-75.451051,12.5790,1
MARLBOROVILLE,PA,40.370934,-75.436290,0.0000,-1
MARLIN,PA,40.678975,-76.243966,0.1280,3
MARLIN HILLS,PA,40.602599,-75.295456,0.0000,-1
MARPLE,PA,39.965463,-75.363990,10.2020,1
MARPLEWOOD VILLA,PA,39.975700,-75.387700,0.0000,-1
MARPLEWOODS,PA,39.942400,-75.359200,0.0000,-1
MARRON,PA,40.861728,-78.619193,0.0000,-1
MARROW TRACT,PA,39.859800,-75.529500,0.0000,-1
MARS,PA,40.696952,-80.014099,0.4700,3
MARSH CREEK,PA,41.776183,-77.398312,0.0000,-1
MARSH HILL,PA,41.477021,-76.974132,0.0000,-1
MARSH RUN,PA,40.200091,-76.813582,0.0000,-1
MARSHALL,PA,40.645262,-80.110017,15.4420,1
MARSHALL HEIGHTS,PA,40.464235,-79.193090,0.0000,-1
MARSHALL HOLLOW,PA,41.222027,-76.273269,0.0000,-1
MARSHALL SHADELAND,PA,40.470347,-80.033388,0.0000,-1
MARSHALLS CREEK,PA,41.043150,-75.127400,0.0000,-1
MARSHALLTON,PA,40.785128,-76.536496,0.8670,3
MARSHBROOK,PA,41.637301,-75.677411,0.0000,-1
MARSHBURG,PA,41.854506,-78.754475,0.0000,-1
MARSHFIELD STATION,PA,40.903430,-75.080453,0.0000,-1
MARSHLANDS,PA,41.713403,-77.578595,0.0000,-1
MARSHVIEW,PA,41.675353,-76.384662,0.0000,-1
MARSHWOOD,PA,41.436193,-75.567131,0.0000,-1
MARSTELLER,PA,40.650623,-78.808083,0.0000,-1
MARSTOWN,PA,40.539812,-76.378011,0.0000,-1
MARTHA FURNACE,PA,40.834781,-78.007228,0.0000,-1
MARTIC,PA,39.872252,-76.322698,29.0330,1
MARTIC FORGE,PA,39.905379,-76.327460,0.0000,-1
MARTICVILLE,PA,39.926489,-76.306904,0.0000,-1
MARTIN,PA,39.806466,-79.909778,0.0000,-1
MARTINDALE,PA,40.153151,-76.088558,0.0000,-1
MARTINS CORNER,PA,40.042325,-75.859944,0.0000,-1
MARTINS CREEK,PA,40.782710,-75.190211,0.8160,3
MARTINS CREEK JUNCTION,PA,40.827597,-75.200178,0.0000,-1
MARTINS CROSSROADS,PA,40.559242,-77.498325,0.0000,-1
MARTINSBURG,PA,40.310917,-78.324286,0.6460,3
MARTINSBURG JUNCTION,PA,40.310206,-78.336500,0.1020,3
MARTINSVILLE,PA,39.940377,-76.524687,0.0000,-1
MARTINTOWN,PA,40.642290,-78.851695,0.0000,-1
MARTZVILLE,PA,41.068696,-76.266880,0.0000,-1
MARVINDALE,PA,41.729507,-78.541133,0.0000,-1
MARWOOD,PA,40.778954,-79.773107,0.0000,-1
MARYD,PA,40.759361,-76.055738,0.1920,3
MARYDELL FARMS,PA,39.984500,-75.545700,0.0000,-1
MARYSVILLE,PA,40.337629,-76.932069,2.3350,3
MARYWOOD,PA,40.326198,-75.854898,0.0000,-1
MASCOT,PA,40.061765,-76.154398,0.0000,-1
MASCOT HISTORICAL,PA,40.850615,-78.401130,0.0000,-1
MASON,PA,41.473668,-79.847000,0.0000,-1
MASON AND DIXON,PA,39.721483,-77.754161,0.0000,-1
MASONTOWN,PA,39.848744,-79.908736,1.4950,3
MASSEYSBURG,PA,40.659510,-77.927224,0.0000,-1
MASTEN,PA,41.507298,-76.820514,0.0000,-1
MASTERSONVILLE,PA,40.196761,-76.487189,0.0000,-1
MASTHOPE,PA,41.516571,-75.025362,5.2230,3
MASTHOPE RAPIDS,PA,41.517311,-75.021558,0.0000,-1
MATAMORAS,PA,41.366596,-74.699671,0.6930,3
MATEER,PA,40.642009,-79.473098,0.0000,-1
MATHER,PA,39.935584,-80.074474,0.8790,3
MATTAWANA,PA,40.496849,-77.727253,0.7810,3
MATTERNVILLE,PA,40.830615,-77.965838,0.0000,-1
MATTERSTOWN,PA,40.572585,-76.847472,0.0000,-1
MATTHEWS,PA,40.101769,-75.659370,0.0000,-1
MATTHEWS RUN,PA,41.904502,-79.344494,0.0000,-1
MATTIE,PA,39.919530,-78.298068,0.0000,-1
MAUSDALE,PA,40.986476,-76.634956,0.0000,-1
MAXATAWNY,PA,40.541207,-75.691937,0.1010,3
MAXWELL,PA,40.010629,-79.970051,0.0000,-1
MAYBERRY,PA,40.916486,-76.535658,7.0370,1
MAYBURG,PA,41.593395,-79.198654,0.0000,-1
MAYES,PA,40.825618,-78.619470,0.0000,-1
MAYFAIR,PA,40.850364,-76.630237,0.0000,-1
MAYFIELD,PA,41.539668,-75.531066,2.4460,3
MAYPORT,PA,41.033677,-79.251428,0.0000,-1
MAYSVILLE,PA,40.563121,-79.450597,0.0000,-1
MAYTOWN,PA,40.083556,-76.566440,3.6800,3
MAYVILLE,PA,41.087282,-80.312286,0.0000,-1
MAZE,PA,40.612303,-77.195541,0.0000,-1
MAZEPPA,PA,40.983695,-76.988301,0.0000,-1
MC GREGOR,PA,40.938121,-79.220316,0.0000,-1
MCADAMS,PA,40.386180,-80.267838,0.0000,-1
MCADOO,PA,40.900964,-75.992382,0.3470,3
MCADOO HEIGHTS,PA,40.891753,-75.994927,0.0000,-1
MCALEVYS FORT,PA,40.639790,-77.831387,0.0000,-1
MCALISTERS CROSSROADS,PA,40.515623,-80.268116,0.0000,-1
MCALISTERVILLE,PA,40.637977,-77.273010,1.7550,3
